,comment,cl_comment,wordlist,emojis,sent,user,mentioned
401,"Y todo esto por un total de €? 
Y así tan exprés, y de dia, tan sencillita, nos vamos rapidito al cole a llevar a los niños!!! Me parto y me mondo de la risa!!! 🤣🤣",total as tan expr dia tan sencillita vamo rapidito cole llevar nio parto mondo risa,"['total', 'as', 'tan', 'expr', 'dia', 'tan', 'sencillita', 'vamo', 'rapidito', 'cole', 'llevar', 'nio', 'parto', 'mondo', 'risa']","['🤣', '🤣']",neg,dolorslobatogarcia,[]
402,Pilar rubio es la mas hermosa de todosss los jugadores de fútbol me calle la mejor de todass no se porque pero para mi es la mejor ella y Sara la pareja de Isco sólo ellas dos me gusta mucho 🥰🥰,pilar rubio ma hermosa todosss jugador ftbol call mejor todass mejor sara pareja isco slo do gusta,"['pilar', 'rubio', 'ma', 'hermosa', 'todosss', 'jugador', 'ftbol', 'call', 'mejor', 'todass', 'mejor', 'sara', 'pareja', 'isco', 'slo', 'do', 'gusta']","['🥰', '🥰']",pos,mirela_amaya,[]
403,Ya estás maquillada 😢,est maquillada,"['est', 'maquillada']",['😢'],neu,montsegg75,[]
404,👌,,[],['👌'],neu,pereblayaginer_,[]
405,me encanta el color de pelo que tono es con las mechas ?😍 Guapa,encanta color pelo tono mecha guapa,"['encanta', 'color', 'pelo', 'tono', 'mecha', 'guapa']",['😍'],neg,rosa_blancablog,[]
406,Video maquillandose.........estando maquillada..........🤔🤔🤔🤔🤔🤔muy instructivo,video maquillandos maquillada instructivo,"['video', 'maquillandos', 'maquillada', 'instructivo']","['🤔', '🤔', '🤔', '🤔', '🤔', '🤔']",neu,pepi714,[]
407,❤️,,[],['❤'],neu,lolaramicar,[]
408,No puede ser que esta señora sea de la misma especie que yo....,pued ser seora misma especi,"['pued', 'ser', 'seora', 'misma', 'especi']",[],neg,luna___pc,[]
409,👏👏👏,,[],"['👏', '👏', '👏']",neu,becorsan,[]
410,Que rara está. Sobre todo los labios ... que horror la gente que es guapa y se opera o se pone botox y lo empeora. Igual que la reina Leticia que antes era más guapa,rara est labio horror gent guapa opera pone botox empeora igual reina leticia ms guapa,"['rara', 'est', 'labio', 'horror', 'gent', 'guapa', 'opera', 'pone', 'botox', 'empeora', 'igual', 'reina', 'leticia', 'ms', 'guapa']",[],neg,beli_calligraphy,[]
411,"Q espectacular, por dios!!! Guapa",q espectacular dio guapa,"['q', 'espectacular', 'dio', 'guapa']",[],pos,marinu0130,[]
412,❤️❤️🔥👏😍bela HERMOSA SEXY TY AMO Pilar,bela hermosa sexi ty amo pilar,"['bela', 'hermosa', 'sexi', 'ty', 'amo', 'pilar']","['❤', '❤', '🔥', '👏', '😍']",pos,joao.5521,[]
413,Bella ella 😍 pero de express no tiene nada 😂😂😂 quedó espectacular👏👏👏👏,bella express qu espectacular,"['bella', 'express', 'qu', 'espectacular']","['😍', '😂', '😂', '😂', '👏', '👏', '👏', '👏']",pos,andre131016,[]
414,Guapísima! @pilarrubio podrías poner que firma usas para cada producto de maquillaje por favor??,guapsima podra poner firma usa cada producto maquillaj favor,"['guapsima', 'podra', 'poner', 'firma', 'usa', 'cada', 'producto', 'maquillaj', 'favor']",[],neg,fanny14038,['pilarrubio']
415,❤️❤️❤️,,[],"['❤', '❤', '❤']",neu,rahele.b.p.r,[]
416,❤️🔥🔥😍😍❤️❤️❤️❤️❤️❤️🔥🔥😍❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,[],"['❤', '🔥', '🔥', '😍', '😍', '❤', '❤', '❤', '❤', '❤', '❤', '🔥', '🔥', '😍', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '😍', '😍', '🔥', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '😍', '🔥', '🔥', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,jasonvasquez736,[]
417,Que firmas son @pilarrubio,firma,['firma'],[],neu,estheticasesora,['pilarrubio']
418,Gracias..❤️,gracia,['gracia'],['❤'],neu,navasconsulting,[]
419,Como una puerta .Como se nota que tienes tiempo y dinero de sobra para productos y una hora de brochas,puerta nota tiempo dinero sobra producto hora brocha,"['puerta', 'nota', 'tiempo', 'dinero', 'sobra', 'producto', 'hora', 'brocha']",[],neg,yolandamartinezriendas,[]
420,Guapísima 😍,guapsima,['guapsima'],['😍'],neu,taty_mina_,[]
421,QUE BELLA ERES!!!! ❤️,bella,['bella'],['❤'],neu,mirtaelenalopezmelendrez,[]
422,No te hace falta nada estooooooo!!!!!!❤️,hace falta estooooooo,"['hace', 'falta', 'estooooooo']",['❤'],neg,olivia_iglesias,[]
423,🔥🔥🔥😍😍😍,,[],"['🔥', '🔥', '🔥', '😍', '😍', '😍']",neu,lopezroa,[]
424,@lopezroa esa mujer es guapa a rabiar,mujer guapa rabiar,"['mujer', 'guapa', 'rabiar']",[],neg,vanessagonzalezsanz,['lopezroa']
425,"Monísima, pero expréss? 🤔",monsima exprss,"['monsima', 'exprss']",['🤔'],neu,oliva_a_p,[]
426,😍💘,,[],"['😍', '💘']",neu,jorge.sanjuan.m,[]
427,Madre mía con tanto retoque no parece ni ella se estropea con lo guapa que es no lo entiendo que obsesión con los morros.,madr ma retoqu parec estropea guapa entiendo obsesin morro,"['madr', 'ma', 'retoqu', 'parec', 'estropea', 'guapa', 'entiendo', 'obsesin', 'morro']",[],neg,paolaperezmora,[]
428,Solo creo en las cremas si tú lo dices,solo creo crema si t dice,"['solo', 'creo', 'crema', 'si', 't', 'dice']",[],neg,pedrojosela,[]
429,Guapísima 👏👏,guapsima,['guapsima'],"['👏', '👏']",neu,fatimapereira5247,[]
430,Esta ya maquillada  antes d nada,maquillada d,"['maquillada', 'd']",[],neu,mlo.mp,[]
431,👏👏👏😍😍❤️,,[],"['👏', '👏', '👏', '😍', '😍', '❤']",neu,paula_veiga_castillo,[]
432,"Estás muy guapa, pero lo único que tiene natural es el color de ojos.",est guapa nico natur color ojo,"['est', 'guapa', 'nico', 'natur', 'color', 'ojo']",[],neg,paqui8460,[]
433,Pero si no se ha desmaquillado en ningún momento!! Vaya paripé!!,si desmaquillado ningn momento vaya parip,"['si', 'desmaquillado', 'ningn', 'momento', 'vaya', 'parip']",[],neg,paulaxigs,[]
434,Guapa no lo siguiente👏👏👏👏,guapa siguient,"['guapa', 'siguient']","['👏', '👏', '👏', '👏']",neu,isabel.keka,[]
435,"Muy guapa pero esa boca tan grande, como que no.",guapa boca tan grand,"['guapa', 'boca', 'tan', 'grand']",[],neg,marisamarquezperez,[]
436,Beautiful ♥️😍,beauti,['beauti'],"['♥', '😍']",neu,ebukadavid502,[]
437,QUE BELLA TE PUSISTE. 👏👏👏👏,bella pusist,"['bella', 'pusist']","['👏', '👏', '👏', '👏']",neu,parejaeliana,[]
438,Express??? Hola q tal??? Jajajajja😂😂😂,express hola q tal jajajajja,"['express', 'hola', 'q', 'tal', 'jajajajja']","['😂', '😂', '😂']",neg,noemi_sanchezgarin,[]
439,❤️❤️,,[],"['❤', '❤']",neu,el_principito065,[]
440,Con lo guapa que estás sólo con la hidratante!!,guapa est slo hidratant,"['guapa', 'est', 'slo', 'hidratant']",[],neu,teviba44,[]
441,"Madre mia....expresss?? Me tendré que levantar a las 6 para salir de casa a las 8...🙌. Pero eso si, estas peeciosaa😍",madr mia expresss tendr levantar 6 salir casa 8 si peeciosaa,"['madr', 'mia', 'expresss', 'tendr', 'levantar', '6', 'salir', 'casa', '8', 'si', 'peeciosaa']","['🙌', '😍']",neg,rv74zgz,[]
442,"ay querida, sonde está tu cara de antes? pareces un maniquí, con lo guapa que tú eras",ay querida sond est cara parec maniqu guapa t,"['ay', 'querida', 'sond', 'est', 'cara', 'parec', 'maniqu', 'guapa', 't']",[],neg,acanalina,[]
443,No deberías escurecerlo más te queda genial ese tono de pelo @pilarrubio 😍🔥👏,debera escurecerlo ms queda genial tono pelo,"['debera', 'escurecerlo', 'ms', 'queda', 'genial', 'tono', 'pelo']","['😍', '🔥', '👏']",pos,sarayei_batista,['pilarrubio']
444,Expresses????,express,['express'],[],neu,lagoyiyi,[]
445,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,xdaniecx,[]
446,Llevas tatuadas la linea inferior y superior de los ojos? Y color wn los labios?,lleva tatuada linea inferior superior ojo color wn labio,"['lleva', 'tatuada', 'linea', 'inferior', 'superior', 'ojo', 'color', 'wn', 'labio']",[],neu,garcia_zapata71,[]
447,La mas bella de 🇪🇸,ma bella,"['ma', 'bella']",[],neu,sole10br,[]
448,La gran experta!,gran experta,"['gran', 'experta']",[],pos,campdorcan,[]
449,Que pena,pena,['pena'],[],neu,makro.78,[]
450,Preciosa ❤️❤️❤️❤️,preciosa,['preciosa'],"['❤', '❤', '❤', '❤']",pos,conchy8888,[]
451,❤️,,[],['❤'],neu,cris_tina222,[]
452,😍bellísima. No necesitas maquillaje,bellsima necesita maquillaj,"['bellsima', 'necesita', 'maquillaj']",['😍'],neg,mercedesgarciapacheco,[]
453,🔥😍,,[],"['🔥', '😍']",neu,majid_davoodi.official,[]
454,Guapisima,guapisima,['guapisima'],[],neu,franciscofe67,[]
455,"Es todo incoloro??? No se, no veo mucha diferencia del antes y el después.",incoloro veo mucha diferencia despu,"['incoloro', 'veo', 'mucha', 'diferencia', 'despu']",[],neg,lucia_mapeli_cakes,[]
456,Pilar!! Eres exageradamente bella!! Pareces una barbie! Preciosa!!😍❤️👏,pilar exageradament bella parec barbi preciosa,"['pilar', 'exageradament', 'bella', 'parec', 'barbi', 'preciosa']","['😍', '❤', '👏']",pos,marlusimeza,[]
457,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",neu,cristinabenz5,[]
458,Please where can I get the oil,pleas where can i get the oil,"['pleas', 'where', 'can', 'i', 'get', 'the', 'oil']",[],pos,promisebenjamin549,[]
459,Excelente,excelent,['excelent'],[],neu,labod3guita,[]
460,❤️❤️,,[],"['❤', '❤']",neu,zaytun.naher,[]
461,🤩💖,,[],"['🤩', '💖']",neu,maribelcabelove,[]
462,"Es un pibón y está expectacular, la cuestión es sacar críticas de todo, PEOPLE = SHIT / Slipknot Pilar 😉🤘🏼",pibn est expectacular cuestin sacar crtica peopl shit slipknot pilar,"['pibn', 'est', 'expectacular', 'cuestin', 'sacar', 'crtica', 'peopl', 'shit', 'slipknot', 'pilar']","['😉', '🤘', '🏼']",neu,lucia_jpriest,[]
463,@lucia_jpriest estoy de acuerdo 🤒,acuerdo,['acuerdo'],['🤒'],neg,mariamariafol,['lucia_jpriest']
464,😍,,[],['😍'],neu,licupe_19,[]
465,@marmarh__,,[],[],neu,o.l.g.a_3,['marmarh__']
466,Menos mal q es express.......🙄,meno mal q express,"['meno', 'mal', 'q', 'express']",['🙄'],neg,ramacocrespo,[]
467,Pava,pava,['pava'],[],neu,pa_cristofer,[]
468,Desmaquillada?!?! 😂,desmaquillada,['desmaquillada'],['😂'],neu,chicoruiz1990,[]
469,Que careto de ácido hialurónico se te ha puesto pilar. Creo que cuando llegamos a una edad y nos empecinamos en ponernos como las Kardashian dejamos de estar guapas para tener todas la misma cara plástica. Es muy triste lo q estamos viviendo sobretodo para las mujeres que como tú han sido guapas,careto cido hialurnico puesto pilar creo llegamo edad empecinamo ponerno kardashian dejamo guapa tener toda misma cara plstica trist q viviendo sobretodo mujer t sido guapa,"['careto', 'cido', 'hialurnico', 'puesto', 'pilar', 'creo', 'llegamo', 'edad', 'empecinamo', 'ponerno', 'kardashian', 'dejamo', 'guapa', 'tener', 'toda', 'misma', 'cara', 'plstica', 'trist', 'q', 'viviendo', 'sobretodo', 'mujer', 't', 'sido', 'guapa']",[],neg,sostengoelplaneta_gaia,[]
470,"👏👏👏👏estás bárbara, me encantaría que dijeras las marcas y número de los labiales 🙏🙏🙏",est brbara encantara dijera marca nmero labial,"['est', 'brbara', 'encantara', 'dijera', 'marca', 'nmero', 'labial']","['👏', '👏', '👏', '👏', '🙏', '🙏', '🙏']",neg,yofayo,[]
471,Ten cuidado con sobre broncear la piel para evitar melanomas y despigmentación 👏,ten cuidado broncear piel evitar melanoma despigmentacin,"['ten', 'cuidado', 'broncear', 'piel', 'evitar', 'melanoma', 'despigmentacin']",['👏'],neg,lorenafernandezdgfly,[]
472,Podrán las pelo duro Wan?,podrn pelo duro wan,"['podrn', 'pelo', 'duro', 'wan']",[],neg,albahuga,[]
473,😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍']",neu,ruthmeda_,[]
474,😍😍😍😍😍❤️,,[],"['😍', '😍', '😍', '😍', '😍', '❤']",neu,mteresa._.tv,[]
475,Eres hermosa😍❤️,hermosa,['hermosa'],"['😍', '❤']",pos,klara_antar,[]
476,Madre mia chica!! Qué guapìsimaaaaa!!!!!!💞💞💞💞💞,madr mia chica qu guapsimaaaaa,"['madr', 'mia', 'chica', 'qu', 'guapsimaaaaa']","['💞', '💞', '💞', '💞', '💞']",neg,blancablanco1,[]
477,Que guapa !! ❤️❤️,guapa,['guapa'],"['❤', '❤']",neu,marilou1022,[]
478,😍😍😍,,[],"['😍', '😍', '😍']",neu,edurnenaia,[]
479,Es mi idea O se puso mucho labio superior? 😮😮😮,idea puso labio superior,"['idea', 'puso', 'labio', 'superior']","['😮', '😮', '😮']",neg,vivirodriguez_,[]
480,Bella 🙌🔥,bella,['bella'],"['🙌', '🔥']",neu,tesadelmoral,[]
481,Es q a ti no te hace falta maquillaje 😍,q hace falta maquillaj,"['q', 'hace', 'falta', 'maquillaj']",['😍'],neg,mcarmen_salas,[]
482,Pareces un travesti últimamente pilar con lo atractiva que eras 😢,parec travesti ltimament pilar atractiva,"['parec', 'travesti', 'ltimament', 'pilar', 'atractiva']",['😢'],neu,sostengoelplaneta_gaia,[]
483,😮,,[],['😮'],neu,cuarzo_77,[]
484,Si vamos la rutina de limpieza es brutal!! 😮,si vamo rutina limpieza brutal,"['si', 'vamo', 'rutina', 'limpieza', 'brutal']",['😮'],neg,csanzj,[]
485,😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍']",neu,manuelana4,[]
486,"Te comentó q el arco de la ceja es lo. Último q se hace, la sombra de ojos a continuación del perfilador de ojos. Los polvos matificantes a continuación del maquillaje, después el colorete. El con-touring siempre antes del maaje, para q el maqui",coment q arco ceja ltimo q hace sombra ojo continuacin perfilador ojo polvo matificant continuacin maquillaj despu coloret contour siempr maaj q maqui,"['coment', 'q', 'arco', 'ceja', 'ltimo', 'q', 'hace', 'sombra', 'ojo', 'continuacin', 'perfilador', 'ojo', 'polvo', 'matificant', 'continuacin', 'maquillaj', 'despu', 'coloret', 'contour', 'siempr', 'maaj', 'q', 'maqui']",[],neg,yolandasebastianaparicio,[]
487,EXPRESS dices?????......Naaaaaa😂😂,express dice naaaaaa,"['express', 'dice', 'naaaaaa']","['😂', '😂']",neg,fomperrr,[]
488,Guapísima gracias ❤️❤️❤️,guapsima gracia,"['guapsima', 'gracia']","['❤', '❤', '❤']",neu,maribelfernhotmail.come,[]
489,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,srtacocou,[]
490,Honestamente no necesitas maquillaje❤️❤️,honestament necesita maquillaj,"['honestament', 'necesita', 'maquillaj']","['❤', '❤']",neg,rocio.holt,[]
491,"Que pena que se haya estropeado el labio superior, sinceramente no le hacía falta. Se le ve fatal😮",pena estropeado labio superior sincerament haca falta ve fatal,"['pena', 'estropeado', 'labio', 'superior', 'sincerament', 'haca', 'falta', 've', 'fatal']",['😮'],neg,doris_valladaresss,[]
492,"Que matizador usas, gracias 😍",matizador usa gracia,"['matizador', 'usa', 'gracia']",['😍'],neu,carmen_vila_olle,[]
493,Exprés???,expr,['expr'],[],neu,monikavelh,[]
494,Y Pilar Rubio donde está?? Que estás guapísima de todas formas,pilar rubio est est guapsima toda forma,"['pilar', 'rubio', 'est', 'est', 'guapsima', 'toda', 'forma']",[],neg,beijingmadrid,[]
495,Maravillosa Pilar como siempre...Un espectáculo de mujer👏👏☺️,maravillosa pilar siempr espectculo mujer,"['maravillosa', 'pilar', 'siempr', 'espectculo', 'mujer']","['👏', '👏', '☺']",pos,azucenagonzalezpuyoles,[]
496,Que piel de esta mujer 😍 y es que sin maquillaje  también está hermosa!!,piel mujer maquillaj tambin est hermosa,"['piel', 'mujer', 'maquillaj', 'tambin', 'est', 'hermosa']",['😍'],pos,blancaflores0415,[]
497,Madre mía!! Pensaba que ya estaba desde el principio maquillada!!!😮,madr ma pensaba principio maquillada,"['madr', 'ma', 'pensaba', 'principio', 'maquillada']",['😮'],neg,monica.sg.5,[]
498,"Guapísima a rabiar pero con todo el respeto del mundo, o está retocado el vídeo o cada vez pareces menos tú. Todo lo que te hayas hecho en la cara no ha hecho más que ponerte bellísima, pero no eres tú. Sorry! 🙏",guapsima rabiar respeto mundo est retocado vdeo cada vez parec meno t hecho cara hecho ms ponert bellsima t sorri,"['guapsima', 'rabiar', 'respeto', 'mundo', 'est', 'retocado', 'vdeo', 'cada', 'vez', 'parec', 'meno', 't', 'hecho', 'cara', 'hecho', 'ms', 'ponert', 'bellsima', 't', 'sorri']",['🙏'],neg,rous3798,[]
499,Eres bellísima!! No t hace falta ni un gota d maquillaje!❤️❤️,bellsima t hace falta gota d maquillaj,"['bellsima', 't', 'hace', 'falta', 'gota', 'd', 'maquillaj']","['❤', '❤']",neg,virginisss,[]
500,خانم شما از بهشت فرار کردید❤🌚,,[],"['❤', '🌚']",neu,capi.tweet,[]
501,❤️,,[],['❤'],neu,mania.esvv,[]
502,جوننننننننننن,,[],[],neu,capi.tweet,[]
503,😍😍😍,,[],"['😍', '😍', '😍']",neu,soniatm75,[]
504,Te escuche en una entrevista que utilizabas autobronceador me puedes decir cual utilizas,escuch entrevista utilizaba autobronceador pued decir utiliza,"['escuch', 'entrevista', 'utilizaba', 'autobronceador', 'pued', 'decir', 'utiliza']",[],neg,alicianek,[]
505,A ella no le hace falta ni express ni expreso!! Ya lo trae todo de serie,hace falta express expreso trae seri,"['hace', 'falta', 'express', 'expreso', 'trae', 'seri']",[],neg,llamame.may,[]
506,Aqua miclear se aclara con el agua por que contiene sulfatos,aqua miclear aclara agua contien sulfato,"['aqua', 'miclear', 'aclara', 'agua', 'contien', 'sulfato']",[],neg,iwona5188,[]
507,"A mí ya me pareces una mujer preciosa sin todos esos potingues que te has puesto en la cara. Pero tengo una curiosidad, cuánto tiempo tardas en hacer todo eso? Porque express, express no me parece que sea",m parec mujer preciosa potingu puesto cara curiosidad cunto tiempo tarda hacer express express parec,"['m', 'parec', 'mujer', 'preciosa', 'potingu', 'puesto', 'cara', 'curiosidad', 'cunto', 'tiempo', 'tarda', 'hacer', 'express', 'express', 'parec']",[],neg,bpv16,[]
508,"Guapa ya eres sin maquillaje pero de express nada y no soy partidaria de tanto producto,prefiero veganos y más natural.De hecho la que es propensa  a tener arrugas las tendrá por mucho que se ponga.Mi abuela EPD tenía la piel lisa Lisa con 8 y tantos  y no se ponía nada.Tsmvien mi dermatólogo me.lo dijo",guapa maquillaj express partidaria producto prefiero vegano ms naturald hecho propensa tener arruga tendr pongami abuela epd tena piel lisa lisa 8 tanto pona nadatsmvien dermatlogo melo dijo,"['guapa', 'maquillaj', 'express', 'partidaria', 'producto', 'prefiero', 'vegano', 'ms', 'naturald', 'hecho', 'propensa', 'tener', 'arruga', 'tendr', 'pongami', 'abuela', 'epd', 'tena', 'piel', 'lisa', 'lisa', '8', 'tanto', 'pona', 'nadatsmvien', 'dermatlogo', 'melo', 'dijo']",[],neg,mar_cala_turqueta,[]
509,اخه عاشقتم که انقد نازی 💋,,[],['💋'],neu,fereshteh.ghasemii,[]
510,Muy guapa pero con un poco menos de labios estaria mas elegante.🤩,guapa meno labio estaria ma elegant,"['guapa', 'meno', 'labio', 'estaria', 'ma', 'elegant']",['🤩'],neu,fanny.gail,[]
511,👏🏽👏🏽👏🏽 celebrate the brown and bronze tones they are a-mazing!! 👏🏽👏🏽🤎🤎🤎🤎,celebr the brown and bronz tone they are amaz,"['celebr', 'the', 'brown', 'and', 'bronz', 'tone', 'they', 'are', 'amaz']","['👏', '🏽', '👏', '🏽', '👏', '🏽', '👏', '🏽', '👏', '🏽', '🤎', '🤎', '🤎', '🤎']",pos,lin_mcr_7,[]
512,🔥😍,,[],"['🔥', '😍']",neu,maravitupendi_,[]
513,Pero tiene labios tatuados los ojos pintados que expres?,labio tatuado ojo pintado expr,"['labio', 'tatuado', 'ojo', 'pintado', 'expr']",[],neu,paquivilches,[]
514,Bellísima!!!,bellsima,['bellsima'],[],neu,roberfisilva,[]
515,😮😮😮😮,,[],"['😮', '😮', '😮', '😮']",neu,mmonicalopezz,[]
516,❤️❤️❤️❤️❤️❤️👏👏👏👏👏,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '👏', '👏', '👏', '👏', '👏']",neu,ligia.cunha.908,[]
517,Donde te haces los labios @pilarrubio ?,hace labio,"['hace', 'labio']",[],neg,pepaljoe,['pilarrubio']
518,😍😍,,[],"['😍', '😍']",neu,adriboni2018,[]
519,😍,,[],['😍'],neu,malaak_1902,[]
520,Los labios se ha pasado un poco no?,labio pasado,"['labio', 'pasado']",[],neg,cricri.love25,[]
521,"Guapísima no debieras haberte hecho tanto labio, estabas mejor antes",guapsima debiera habert hecho labio mejor,"['guapsima', 'debiera', 'habert', 'hecho', 'labio', 'mejor']",[],neu,mercedeslunacampil,[]
522,Vaya payasa con esos labios,vaya payasa labio,"['vaya', 'payasa', 'labio']",[],neg,artzartz2,[]
523,😂,,[],['😂'],neu,shoidg,[]
524,"Pareces una Kardashian!! Cada vez más alejada de original, que no quiere decir que no estes guapísima.",parec kardashian cada vez ms alejada origin quier decir est guapsima,"['parec', 'kardashian', 'cada', 'vez', 'ms', 'alejada', 'origin', 'quier', 'decir', 'est', 'guapsima']",[],neg,blackcurry20j,[]
525,Espress he calculado unos 50min para hacer todo eso🤪,espress calculado 50min hacer,"['espress', 'calculado', '50min', 'hacer']",['🤪'],neu,colmeneroaurelia,[]
526,"Uffff.... esos labios, mal mal😢",uffff labio mal mal,"['uffff', 'labio', 'mal', 'mal']",['😢'],neg,sroldan1982_loves_animals,[]
527,Ja ja ja...sobre capa otra capa,ja ja ja capa capa,"['ja', 'ja', 'ja', 'capa', 'capa']",[],neu,manchita9,[]
528,A mí qué alguien me explique qué ha pasaoooo. Se supone qué empieza el vídeo SIN maquillaje y al acabar el vídeo sigue igual? No veo ninguna diferencia del antes al después 🔥🔥🔥,m qu alguien expliqu qu pasaoooo supon qu empieza vdeo maquillaj acabar vdeo sigu igual veo ninguna diferencia despu,"['m', 'qu', 'alguien', 'expliqu', 'qu', 'pasaoooo', 'supon', 'qu', 'empieza', 'vdeo', 'maquillaj', 'acabar', 'vdeo', 'sigu', 'igual', 'veo', 'ninguna', 'diferencia', 'despu']","['🔥', '🔥', '🔥']",neg,rociomakoli,[]
529,Maquillaje exprés? Se maquilla encima del maquillaje?? Vaya timo,maquillaj expr maquilla encima maquillaj vaya timo,"['maquillaj', 'expr', 'maquilla', 'encima', 'maquillaj', 'vaya', 'timo']",[],neg,luna_escuin,[]
530,😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍']",neu,naiapink,[]
531,Siempre guapísima,siempr guapsima,"['siempr', 'guapsima']",[],neu,matirepi,[]
532,"A mí me encantas, pero vas maquilladisima antes de empezar ...no es nada real",m encanta va maquilladisima empezar real,"['m', 'encanta', 'va', 'maquilladisima', 'empezar', 'real']",[],pos,otiliaestebanmunoz,[]
533,Quien es?? Madre mía!! Cuanto plástico con lo guapa que era ahora tiene la misma cara que la hija de Terelu,madr ma cuanto plstico guapa ahora misma cara hija terelu,"['madr', 'ma', 'cuanto', 'plstico', 'guapa', 'ahora', 'misma', 'cara', 'hija', 'terelu']",[],neg,luna_escuin,[]
534,"Caramba, gracias... muy guapa",caramba gracia guapa,"['caramba', 'gracia', 'guapa']",[],neu,mariajoseagustigarcianavar,[]
535,❤️,,[],['❤'],neu,vixy_reel,[]
536,"Está guapísima pero eso no nos vale a las chicas normales que pasamos de los 40 sin cirugía, ni inyectables de botox o ácido hialurónico. Con tantas copas de potingues se marcan aún más las arrugas. Además, todo eso no se puede hacer a las 7 de la mañana para ir a currar...jajaaaa...",est guapsima vale chica normal pasamo 40 ciruga inyect botox cido hialurnico tanta copa potingu marcan an ms arruga adem pued hacer 7 maana ir currar jajaaaa,"['est', 'guapsima', 'vale', 'chica', 'normal', 'pasamo', '40', 'ciruga', 'inyect', 'botox', 'cido', 'hialurnico', 'tanta', 'copa', 'potingu', 'marcan', 'an', 'ms', 'arruga', 'adem', 'pued', 'hacer', '7', 'maana', 'ir', 'currar', 'jajaaaa']",[],neg,tamanacson,[]
537,❤️🔥🙌,,[],"['❤', '🔥', '🙌']",neu,hamid_nono16,[]
538,Y la marca de los productos ??,marca producto,"['marca', 'producto']",[],neg,sarandagon,[]
539,Que se lo quite todo y el filtro también y después juzgamos,quit filtro tambin despu juzgamo,"['quit', 'filtro', 'tambin', 'despu', 'juzgamo']",[],neu,bermejogarciamaria,[]
540,No se parece en nada a la Pilar Rubio de hace 5 años.... Tiene la misma cara de todas las demás operadas...,parec pilar rubio hace 5 ao misma cara toda dem operada,"['parec', 'pilar', 'rubio', 'hace', '5', 'ao', 'misma', 'cara', 'toda', 'dem', 'operada']",[],neg,mariteremari,[]
541,"@mariteremari exacto,para mi opinión es un destrozo.Al final hasta la más guapa se ve en la necesidad de subirse al carro de la estética del momento sin pensar más alla",exacto opinin destrozo final ms guapa ve necesidad subirs carro esttica momento pensar ms alla,"['exacto', 'opinin', 'destrozo', 'final', 'ms', 'guapa', 've', 'necesidad', 'subirs', 'carro', 'esttica', 'momento', 'pensar', 'ms', 'alla']",[],neg,mandameloqkieras,['mariteremari']
542,"@mariteremari una pena con la cara que tenia..es como una más,se nos va de madre lo de los morros",pena cara tenia ms va madr morro,"['pena', 'cara', 'tenia', 'ms', 'va', 'madr', 'morro']",[],neg,mandameloqkieras,['mariteremari']
543,"@mandameloqkieras no digo que no esté mona pero no la distingo del resto de tías que salen en el Instagram super operadas, mismos pómulos, misma nariz, mismos morros...sobre todo cuando no le hacía falta para nada pq era una tía guapísima",digo est mona distingo resto ta salen instagram super operada mismo pmulo misma nariz mismo morro haca falta pq ta guapsima,"['digo', 'est', 'mona', 'distingo', 'resto', 'ta', 'salen', 'instagram', 'super', 'operada', 'mismo', 'pmulo', 'misma', 'nariz', 'mismo', 'morro', 'haca', 'falta', 'pq', 'ta', 'guapsima']",[],neg,mariteremari,['mandameloqkieras']
544,👏👏👏😍😍😍😍😍😍,,[],"['👏', '👏', '👏', '😍', '😍', '😍', '😍', '😍', '😍']",neu,riverita_dani,[]
545,"En resumen, k hay k tatuarse las cejas, línea de ojos y labios. Con esto voy lista",resumen k k tatuars ceja lnea ojo labio voy lista,"['resumen', 'k', 'k', 'tatuars', 'ceja', 'lnea', 'ojo', 'labio', 'voy', 'lista']",[],neg,chamitinga,[]
546,Dimeeee @aniap14  hasta etrujandose la cara se ve bella 😢,dimeee etrujandos cara ve bella,"['dimeee', 'etrujandos', 'cara', 've', 'bella']",['😢'],neg,anyapfdc,['aniap14']
547,@anyapfdc 😍 wow,wow,['wow'],['😍'],neu,aniap14,['anyapfdc']
548,Se ha cambiado el rostro completamente 😮😮,cambiado rostro completament,"['cambiado', 'rostro', 'completament']","['😮', '😮']",neg,astridr651,[]
