,comment,cl_comment,wordlist,emojis,sent,user,mentioned
7905,tduu ❤️,tduu,['tduu'],['❤'],pos,kelmendii.lulzim,[]
7906,💜🛐,,[],"['💜', '🛐']",pos,jaime__lizcano,[]
7907,AAAAAAAAAAA,aaaaaaaaaaa,['aaaaaaaaaaa'],[],pos,santosx.____,[]
7908,🔥🔥,,[],"['🔥', '🔥']",pos,veralove199,[]
7909,3rd pic🥵,3rd pic,"['3rd', 'pic']",['🥵'],pos,fivethinqs,[]
7910,❤️,,[],['❤'],pos,_.web.dud4,[]
7911,❤️‍🔥❤️‍🔥,,[],"['❤', '🔥', '❤', '🔥']",pos,marilhagabriella_,[]
7912,😍😍,,[],"['😍', '😍']",pos,marko.printing,[]
7913,😍😍😍,,[],"['😍', '😍', '😍']",pos,rayninhaxx,[]
7914,Kylie X Kendall😍💜💜,kyli x kendal,"['kyli', 'x', 'kendal']","['😍', '💜', '💜']",pos,_uokwq_,[]
7915,Congratulations beauties!! 💜 ✨,congratul beauti,"['congratul', 'beauti']","['💜', '✨']",pos,oliviapierson,[]
7916,Hii,hii,['hii'],[],pos,manpreeetsingh959,[]
7917,@oliviapierson i drew Kylie 🤍✏️,drew kyli,"['drew', 'kyli']","['🤍', '✏']",pos,rockyleeart,['oliviapierson']
7918,@oliviapierson ❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,2heed2022,['oliviapierson']
7919,@oliviapierson 🇺🇸🦅🗽✌🏻✨,,[],"['🦅', '🗽', '✌', '🏻', '✨']",pos,sexking_1997,['oliviapierson']
7920,@oliviapierson so beautiful ❤️,beauti,['beauti'],['❤'],pos,necelebridades,['oliviapierson']
7921,@oliviapierson hey,hey,['hey'],[],pos,______abdul________karim,['oliviapierson']
7922,Hii,hii,['hii'],[],pos,manpreeetsingh959,[]
7923,@oliviapierson congratulations for working really hard or for being born rich ?,congratul work realli hard born rich,"['congratul', 'work', 'realli', 'hard', 'born', 'rich']",[],pos,evilboigenius,['oliviapierson']
7924,@oliviapierson 💞,,[],['💞'],pos,sarakellysefer,['oliviapierson']
7925,@oliviapierson row 🗻🗻🗻,row,['row'],"['🗻', '🗻', '🗻']",pos,leilarosette,['oliviapierson']
7926,"@oliviapierson Testimony of the great tchedji master

* WhatsApp: +229 53919892
it can also help you as the
# return of affection,
# clothing customer
#cure disease
#font problem
# magic coin purse
#",testimoni great tchedji master whatsapp 229 53919892 also help return affect cloth custom cure diseas font problem magic coin purs,"['testimoni', 'great', 'tchedji', 'master', 'whatsapp', '229', '53919892', 'also', 'help', 'return', 'affect', 'cloth', 'custom', 'cure', 'diseas', 'font', 'problem', 'magic', 'coin', 'purs']",[],pos,tchedji.maitre,['oliviapierson']
7927,"@oliviapierson ᴅᴍ ᴛᴏ ɢᴇᴛ ᴀᴅᴅᴇᴅ ɪɴ ʟᴇꜱʙɪᴀɴ ɢʀᴏᴜᴘ🏳️‍🌈
📌ᴏɴʟʏ ɢɪʀʟꜱ ᴀʀᴇ ᴀʟʟᴏᴡᴇᴅ.
📌ᴀʟʟ ᴠᴇʀɪꜰɪᴇᴅ ᴍᴇᴍʙᴇʀꜱ",,[],"['🏳', '🌈', '📌', '📌']",pos,lesbian.group.chat,['oliviapierson']
7928,@oliviapierson 🔥,,[],['🔥'],pos,looop._new_story._,['oliviapierson']
7929,"@oliviapierson @kyliejenner @kendalljenner 

My service @diamondstarlive will add monetized SuperChats into your OnlyFans, IG, and or TikTok LIVE and create fun fan experiences around the SuperChats. This will boost your income and fan engagement/loyalty across these platforms. Plus we only get paid when u do, so no upfront cost. Could ya’ll intro me to other influencers plz ?Let’s collab @diamondstarlive",servic add monet superchat onlyfan ig tiktok live creat fun fan experi around superchat boost incom fan engagementloyalti across platform plu get paid u upfront cost could ya intro influenc plz let collab,"['servic', 'add', 'monet', 'superchat', 'onlyfan', 'ig', 'tiktok', 'live', 'creat', 'fun', 'fan', 'experi', 'around', 'superchat', 'boost', 'incom', 'fan', 'engagementloyalti', 'across', 'platform', 'plu', 'get', 'paid', 'u', 'upfront', 'cost', 'could', 'ya', 'intro', 'influenc', 'plz', 'let', 'collab']",[],pos,diamondstarlive,"['oliviapierson', 'kyliejenner', 'kendalljenner', 'diamondstarlive', 'diamondstarlive']"
7930,Follow,follow,['follow'],[],pos,anna_lucya24,[]
7931,"@oliviapierson Je t'aime tellement mon frère, je suis ton fan. Je vais proposer à ma petite amie. Je l'aime beaucoup. Je veux l'épouser, mais ce n'est pas possible car je n'ai pas de situation. ceci est mon compte bancaire en Turquie s'il vous plaît ne l'ignorez pas merci beaucoup encore je t'aime tellement TR07 0001 0000 9990 9723 7650 01 🙏🙏🙏",je taim tellement mon frre je sui ton fan je vai propos petit ami je laim beaucoup je veux lpouser mai ce nest pa possibl car je nai pa de situat ceci est mon compt bancair en turqui sil vou plat ne lignorez pa merci beaucoup encor je taim tellement tr07 0001 0000 9990 9723 7650 01,"['je', 'taim', 'tellement', 'mon', 'frre', 'je', 'sui', 'ton', 'fan', 'je', 'vai', 'propos', 'petit', 'ami', 'je', 'laim', 'beaucoup', 'je', 'veux', 'lpouser', 'mai', 'ce', 'nest', 'pa', 'possibl', 'car', 'je', 'nai', 'pa', 'de', 'situat', 'ceci', 'est', 'mon', 'compt', 'bancair', 'en', 'turqui', 'sil', 'vou', 'plat', 'ne', 'lignorez', 'pa', 'merci', 'beaucoup', 'encor', 'je', 'taim', 'tellement', 'tr07', '0001', '0000', '9990', '9723', '7650', '01']","['🙏', '🙏', '🙏']",pos,akn._1903,['oliviapierson']
7932,@oliviapierson damm i wanna go down for u,damm wan na go u,"['damm', 'wan', 'na', 'go', 'u']",[],pos,asnanuj,['oliviapierson']
7933,💜💜,,[],"['💜', '💜']",pos,kylie_glam_queen,[]
7934,@sangas_ 🙌,,[],['🙌'],pos,nikkilumbar,['sangas_']
7935,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,iamkadddy,[]
7936,I do cashapp🤷🏽‍♂️who needs bills paid💵💸💰,cashappwho need bill paid,"['cashappwho', 'need', 'bill', 'paid']","['🤷', '🏽', '♂', '💵', '💸', '💰']",pos,anthony_norman01,[]
7937,😂😂,,[],"['😂', '😂']",pos,alcoholicasbrolleras01,[]
7938,Is this stuff made in China like the Skims stuff.,stuff made china like skim stuff,"['stuff', 'made', 'china', 'like', 'skim', 'stuff']",[],pos,nancykotulski,[]
7939,@nancykotulski I wouldn't be surprised if it was! 😆,would nt surpris,"['would', 'nt', 'surpris']",['😆'],pos,toomuchdash,['nancykotulski']
7940,So perfect,perfect,['perfect'],[],pos,marilhagabriella_,[]
7941,Damn sisterssssssssss 🥵🥵🤯🤯😯😯😮‍💨😮‍💨🤤🤤😩😩🥺🥺🥰🥰😍😍❤️❤️🔥🔥👑👑🙌🏽🙌🏽,damn sisterssssssssss,"['damn', 'sisterssssssssss']","['🥵', '🥵', '🤯', '🤯', '😯', '😯', '😮', '💨', '😮', '💨', '🤤', '🤤', '😩', '😩', '🥺', '🥺', '🥰', '🥰', '😍', '😍', '❤', '❤', '🔥', '🔥', '👑', '👑', '🙌', '🏽', '🙌', '🏽']",neg,alinosh._alinosh,[]
7942,I love them 🤩❤️‍🔥,love,['love'],"['🤩', '❤', '🔥']",pos,danielalejandrok7,[]
7943,❤️,,[],['❤'],pos,karim_el_ghobrini,[]
7944,KENDALL 🧘‍♀️ ❤️ 🔥,kendal,['kendal'],"['🧘', '♀', '❤', '🔥']",pos,camilorestrepo_a,[]
7945,❤️missing you. ???,miss,['miss'],['❤'],neg,sukrusezgen,[]
7946,💜💜💜💜💜,,[],"['💜', '💜', '💜', '💜', '💜']",pos,planetkourt,[]
7947,chemi loveebiii xartt😍,chemi loveebiii xartt,"['chemi', 'loveebiii', 'xartt']",['😍'],pos,kendallabukeras_kuwi,[]
7948,😍❤️,,[],"['😍', '❤']",pos,_uokwq_,[]
7949,CB,cb,['cb'],[],pos,alicerodier1,[]
7950,❤️oi,oi,['oi'],['❤'],pos,jucelinodasixa55t,[]
7951,😍,,[],['😍'],pos,planetkourt,[]
7952,LB,lb,['lb'],[],pos,alicerodier1,[]
7953,you did such a great job!!💜,great job,"['great', 'job']",['💜'],pos,haileyyxkendall,[]
7954,Oh my god,oh god,"['oh', 'god']",[],pos,_uokwq_,[]
7955,I love ❤️,love,['love'],['❤'],pos,arianaroux_,[]
7956,"oh god, they are a copy of each other...",oh god copi,"['oh', 'god', 'copi']",[],pos,gre_margot,[]
7957,❤️❤️🙌🔥,,[],"['❤', '❤', '🙌', '🔥']",pos,mocnxi,[]
7958,4 minutes ago💗💗,4 minut ago,"['4', 'minut', 'ago']","['💗', '💗']",pos,just_incase_phonecases,[]
7959,@mirandakarlovaa1 Call the cops and run away,call cop run away,"['call', 'cop', 'run', 'away']",[],pos,_s0oki,['mirandakarlovaa1']
7960,ok it's time to buy makeup. 😍,ok time buy makeup,"['ok', 'time', 'buy', 'makeup']",['😍'],pos,iam.xcris,[]
7961,😍,,[],['😍'],pos,eu_sophiekss,[]
7962,😍😍😍 my baby Kendall🥰🥰🥰,babi kendal,"['babi', 'kendal']","['😍', '😍', '😍', '🥰', '🥰', '🥰']",pos,danielalejandrok7,[]
7963,You guys absolutely stunning,guy absolut stun,"['guy', 'absolut', 'stun']",[],pos,fivethinqs,[]
7964,Io e te @mrtcln_ versione bionde❤️🔥,io e te version biond,"['io', 'e', 'te', 'version', 'biond']","['❤', '🔥']",pos,_elisaborella_,['mrtcln_']
7965,@mrtcln_ 😂detto niente,detto nient,"['detto', 'nient']",['😂'],pos,_elisaborella_,['mrtcln_']
7966,@_elisaborella_ ci manca solo il fisico 🥲,ci manca solo il fisico,"['ci', 'manca', 'solo', 'il', 'fisico']",['🥲'],pos,mrtcln_,['_elisaborella_']
7967,😍😍😍,,[],"['😍', '😍', '😍']",pos,_kikas_lopes,[]
7968,😍😍😍😍🔥,,[],"['😍', '😍', '😍', '😍', '🔥']",pos,ixae.4,[]
7969,🥺❤️❤️❤️,,[],"['🥺', '❤', '❤', '❤']",pos,chxliiz,[]
7970,Say mashala,say mashala,"['say', 'mashala']",[],pos,alirezshamaei,[]
7971,❤️❤️,,[],"['❤', '❤']",pos,gabrysiaszablowska,[]
7972,CB,cb,['cb'],[],pos,miiniilolaa,[]
7973,LB,lb,['lb'],[],pos,miiniilolaa,[]
7974,👏👏👏👏,,[],"['👏', '👏', '👏', '👏']",pos,xa__baba,[]
7975,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",pos,seenumaheshseenu,[]
7976,די כבר @maya_pirostela,,[],[],pos,saharbittner,['maya_pirostela']
7977,😍🥺💜,,[],"['😍', '🥺', '💜']",pos,mahlahosseinbor,[]
7978,❤️🔥,,[],"['❤', '🔥']",pos,kiharatarazona,[]
7979,So Hot🔥,hot,['hot'],['🔥'],pos,mhds_hba,[]
7980,😍😍😍,,[],"['😍', '😍', '😍']",pos,whosadriann_,[]
7981,Wow,wow,['wow'],[],pos,paulaoates58,[]
7982,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,zahra.150.k,[]
7983,Both gorgeous ❤️,gorgeou,['gorgeou'],['❤'],pos,hannarosiakx,[]
7984,Rockstars! No guys version anymore?,rockstar guy version anymor,"['rockstar', 'guy', 'version', 'anymor']",[],pos,kennethwcoffin,[]
7985,These two😍,two,['two'],['😍'],pos,fivethinqs,[]
7986,Me sigam pfv quero seguidores,sigam pfv quero seguidor,"['sigam', 'pfv', 'quero', 'seguidor']",[],pos,eros.xvz,[]
7987,Cuties❤️❤️🌹🌹,cuti,['cuti'],"['❤', '❤', '🌹', '🌹']",pos,rafaelaferrari90,[]
7988,😍,,[],['😍'],pos,estef_r28,[]
7989,Che patate❤️,che patat,"['che', 'patat']",['❤'],pos,luca_donati5,[]
7990,فدووه جنكم العيد❤️‍🔥,,[],"['❤', '🔥']",pos,msax0,[]
7991,Omg,omg,['omg'],[],pos,fivethinqs,[]
7992,💜💜,,[],"['💜', '💜']",pos,mike1442____,[]
7993,❤️,,[],['❤'],pos,_keresa,[]
7994,🔥🔥,,[],"['🔥', '🔥']",pos,arianavzg,[]
7995,kylie eh tão linda véi ❤️,kyli eh linda vi,"['kyli', 'eh', 'linda', 'vi']",['❤'],pos,figueiredlet,[]
7996,I'm so excited!!!! This collection is the best! 💜💜,excit collect best,"['excit', 'collect', 'best']","['💜', '💜']",pos,arianavzg,[]
7997,vacuous,vacuou,['vacuou'],[],pos,wsilvav,[]
7998,جي بام اسلیم,,[],[],pos,peymanalimoradii,[]
7999,AMO,amo,['amo'],[],pos,_.cloudyskyy,[]
8000,Omg!🔥🔥,omg,['omg'],"['🔥', '🔥']",pos,mhds_hba,[]
8001,Follow plis ❤️,follow pli,"['follow', 'pli']",['❤'],pos,eros.xvz,[]
8002,💜💐💜,,[],"['💜', '💐', '💜']",pos,marytasb,[]
8003,❤️❤️❤️🔥🔥🔥😍😍😍,,[],"['❤', '❤', '❤', '🔥', '🔥', '🔥', '😍', '😍', '😍']",pos,jordanjuncolanza,[]
8004,😩😩😩,,[],"['😩', '😩', '😩']",pos,romangarciaa34,[]
8005,😍😍,,[],"['😍', '😍']",pos,__blacgold,[]
8006,𝗪𝗛𝗔𝗧  𝗬𝗢𝗨  𝗧𝗛𝗜𝗡𝗞  𝗔𝗕𝗢𝗨𝗧  𝗠𝗬  𝗨𝗦𝗘𝗥𝗡𝗔𝗠𝗘..?,,[],[],pos,sxpna0,[]
8007,ااححبحببككك تهبلين,,[],[],pos,_rv1j,[]
8008,Congratulations 👏🏻💗,congratul,['congratul'],"['👏', '🏻', '💗']",pos,tatianawronko,[]
8009,احلى اخواتتت😔😔😔😔,,[],"['😔', '😔', '😔', '😔']",pos,vamp8ire,[]
8010,💐,,[],['💐'],pos,cibelly.reiff,[]
8011,Wow!!! 💜🧚🏼‍♀️,wow,['wow'],"['💜', '🧚', '🏼', '♀']",pos,pauliwis.x,[]
8012,❤️,,[],['❤'],pos,klngvonfmdao,[]
8013,🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,,[],"['🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹', '🌹']",pos,nohkandsblueprint,[]
8014,MisssNenass😍🤤,misssnenass,['misssnenass'],"['😍', '🤤']",pos,_laraa.aguiarr_,[]
8015,@mirandakarlovaa1 i would throw up,would throw,"['would', 'throw']",[],pos,wirsa_07,['mirandakarlovaa1']
8016,💜,,[],['💜'],pos,cibelly.reiff,[]
8017,😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍']",pos,musaogqotjiwe,[]
8018,Yayyy,yayyy,['yayyy'],[],pos,kute_khloe,[]
8019,Very Beautiful,beauti,['beauti'],[],pos,dohertyppat,[]
8020,❤️‍🔥❤️‍🔥OMG. KENNY🔥,omg kenni,"['omg', 'kenni']","['❤', '🔥', '❤', '🔥', '🔥']",pos,ginmalfashion,[]
8021,purple,purpl,['purpl'],[],pos,neriahsmaj,[]
8022,Yessss😮😮,yessss,['yessss'],"['😮', '😮']",pos,mehrsaisania,[]
8023,💐💜💜💐,,[],"['💐', '💜', '💜', '💐']",pos,perofuu,[]
8024,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",pos,miss.bhansali,[]
8025,🥵,,[],['🥵'],pos,danii.saurus,[]
8026,So excited 💜💜💜💜,excit,['excit'],"['💜', '💜', '💜', '💜']",pos,newskendalljennner,[]
8027,😢😍,,[],"['😢', '😍']",pos,imhadiy,[]
8028,😍🔥🔥🔥,,[],"['😍', '🔥', '🔥', '🔥']",pos,venylwrn_,[]
8029,😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍']",pos,ladomii_26,[]
8030,not bad,bad,['bad'],[],neg,suhyegei,[]
8031,Kenny is mine,kenni mine,"['kenni', 'mine']",[],pos,daniaar__,[]
8032,😍😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",pos,batmangmg777,[]
8033,😍😍,,[],"['😍', '😍']",pos,rayssajaegge,[]
8034,😍😍,,[],"['😍', '😍']",pos,elaynurza,[]
8035,Queen,queen,['queen'],[],pos,elaynurza,[]
8036,Pagi mba Jenner,pagi mba jenner,"['pagi', 'mba', 'jenner']",[],pos,luv.pah,[]
8037,My Universe is Kenny❤️ keep it in mind dear world. ❤️,univers kenni keep mind dear world,"['univers', 'kenni', 'keep', 'mind', 'dear', 'world']","['❤', '❤']",pos,daniaar__,[]
8038,🤍,,[],['🤍'],pos,kyliebaej,[]
8039,❤️,,[],['❤'],pos,ilyesbelkacemi2,[]
8040,@shainapamela ganda natin 🥰🥀,ganda natin,"['ganda', 'natin']","['🥰', '🥀']",pos,christellejadee,['shainapamela']
8041,@christellejadee sexy natin 🥵🥵,sexi natin,"['sexi', 'natin']","['🥵', '🥵']",pos,shainapamela,['christellejadee']
8042,😍,,[],['😍'],pos,magda.cheer,[]
8043,holy shit,holi shit,"['holi', 'shit']",[],neg,oliviaspam_1239,[]
8044,🔥🔥,,[],"['🔥', '🔥']",pos,maholii25,[]
8045,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,pertyy_girls,[]
8046,🔥🔥,,[],"['🔥', '🔥']",pos,pertyy_girls,[]
8047,3X3 🔥❤️,3x3,['3x3'],"['🔥', '❤']",pos,jaspreet_draws,[]
8048,🔥❤️,,[],"['🔥', '❤']",pos,777taysson,[]
8049,😍❤️🔥,,[],"['😍', '❤', '🔥']",pos,fernandamt99,[]
8050,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,gorgeous_misfit_,[]
8051,🔥🔥,,[],"['🔥', '🔥']",pos,pertyy_girls,[]
8052,RECENT ❤️,recent,['recent'],['❤'],pos,jaspreet_draws,[]
8053,❤️,,[],['❤'],pos,welly_leao,[]
8054,❤️❤️🔥,,[],"['❤', '❤', '🔥']",pos,phey_i,[]
8055,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,ttmerritt,[]
8056,Love you both 💘💞💘,love,['love'],"['💘', '💞', '💘']",pos,widowsson_666,[]
8057,I love you😢,love,['love'],['😢'],pos,mehrsaisania,[]
8058,Mmm....citas....!!,mmm cita,"['mmm', 'cita']",[],pos,pacojeronimodela,[]
8059,Zort🐃💨,zort,['zort'],"['🐃', '💨']",pos,ela_iste_bebegim_,[]
8060,i love u❤️,love u,"['love', 'u']",['❤'],pos,mattheusfc01,[]
8061,@mattheusfc01 💕,,[],['💕'],pos,esther_bokeng,['mattheusfc01']
8062,te amo,te amo,"['te', 'amo']",[],pos,agusfernandezzz___,[]
8063,lindas amo vocês,linda amo voc,"['linda', 'amo', 'voc']",[],pos,biabertaglia_,[]
8064,😍💜🌸,,[],"['😍', '💜', '🌸']",pos,jethroteece,[]
8065,GODDAMN! × 2! 💜💜,goddamn 2,"['goddamn', '2']","['💜', '💜']",neg,_master_everything_,[]
8066,QUEENS,queen,['queen'],[],pos,mmadugomes,[]
8067,LB 🔥,lb,['lb'],['🔥'],pos,jaspreet_draws,[]
8068,😍😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",pos,ellen.gadelhaa,[]
8069,Omgg😍😍😍,omgg,['omgg'],"['😍', '😍', '😍']",pos,nilloofaaarr,[]
8070,LBBBB 🔥🔥,lbbbb,['lbbbb'],"['🔥', '🔥']",pos,jaspreet_draws,[]
8071,@ale_marinucci ma glielo vuoi dire che il trend delle treccine l'hai inventato tu?,glielo vuoi dire che il trend dell treccin lhai inventato tu,"['glielo', 'vuoi', 'dire', 'che', 'il', 'trend', 'dell', 'treccin', 'lhai', 'inventato', 'tu']",[],neg,imeongram,['ale_marinucci']
8072,@imeongram 😵‍💫😵‍💫😵‍💫,,[],"['😵', '💫', '😵', '💫', '😵', '💫']",pos,ale_marinucci,['imeongram']
8073,تستري,,[],[],pos,7il7ll,[]
8074,LBCBLB ❤️❤️,lbcblb,['lbcblb'],"['❤', '❤']",pos,jaspreet_draws,[]
8075,@jaspreet_draws lblblblblblbl,lblblblblblbl,['lblblblblblbl'],[],pos,vahid1994m,['jaspreet_draws']
8076,@jaspreet_draws lb,lb,['lb'],[],pos,santiveri_sagradafamilia,['jaspreet_draws']
8077,💘💘💘💘💘💘,,[],"['💘', '💘', '💘', '💘', '💘', '💘']",pos,valen_galeano77,[]
8078,So Stunning ❤️❤️❤️,stun,['stun'],"['❤', '❤', '❤']",pos,glam_australia,[]
8079,LOVES 💜,love,['love'],['💜'],pos,ssophiamariee,[]
8080,TUDO,tudo,['tudo'],[],pos,annieolivs,[]
8081,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,mattheusfc01,[]
8082,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,vitor.mourah,[]
8083,Wow 😍❤️,wow,['wow'],"['😍', '❤']",pos,noor221325,[]
8084,Well,well,['well'],[],pos,jq414_martin,[]
8085,huge W,huge w,"['huge', 'w']",[],pos,prnvwv,[]
8086,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",pos,vaalegarcia_,[]
8087,UFFF❤️👀,ufff,['ufff'],"['❤', '👀']",pos,maryam18.gtd,[]
8088,Keren banget sister,keren banget sister,"['keren', 'banget', 'sister']",[],pos,nra44s,[]
8089,😍😍,,[],"['😍', '😍']",pos,mattheusfc01,[]
8090,🔥🔥🔥🔥😍😍😍😍,,[],"['🔥', '🔥', '🔥', '🔥', '😍', '😍', '😍', '😍']",pos,1sbella9_,[]
8091,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",pos,jmart6180,[]
8092,😍😍,,[],"['😍', '😍']",pos,danieleqr_,[]
8093,😍😍😍,,[],"['😍', '😍', '😍']",pos,mattheusfc01,[]
8094,𝗛𝗘𝗟𝗟𝗢  𝗗𝗘𝗔𝗥  𝗜  𝗔𝗠  𝗔𝗟𝗪𝗔𝗬𝗦  𝗜𝗡  𝗦𝗘𝗫𝗬  𝗠𝗢𝗢𝗗  𝗜𝗙  𝗬𝗢𝗨  𝗪𝗔𝗡𝗧  𝗧𝗢  𝗦𝗛𝗔𝗥𝗘  𝗬𝗢𝗨𝗥  𝗠𝗢𝗢𝗗  𝗪𝗜𝗧𝗛  𝗠𝗘  𝗧𝗛𝗘𝗡  𝗚𝗢 &  𝗖𝗢𝗠𝗠𝗘𝗡𝗧  𝗜𝗡  𝗠𝗬  𝗣𝗢𝗦𝗧𝗦,,[],[],pos,sxpna0,[]
8095,I have already bought and I’m soo excited 💗💗,alreadi bought soo excit,"['alreadi', 'bought', 'soo', 'excit']","['💗', '💗']",pos,wikawojak,[]
8096,💜,,[],['💜'],pos,snkypie95_,[]
8097,I love youuuuuu💘💘💘,love youuuuuu,"['love', 'youuuuuu']","['💘', '💘', '💘']",pos,valen_galeano77,[]
8098,😍😍😍🔥🔥🙌❤️,,[],"['😍', '😍', '😍', '🔥', '🔥', '🙌', '❤']",pos,cataperedo,[]
8099,👏👏👏🔝💜,,[],"['👏', '👏', '👏', '🔝', '💜']",pos,henryvega90,[]
8100,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,rocksgallery,[]
8101,Even Kardashians take crypto advice from from me😏😎,even kardashian take crypto advic,"['even', 'kardashian', 'take', 'crypto', 'advic']","['😏', '😎']",pos,cry.ptohustler,[]
8102,😍😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",pos,c_leneonme,[]
8103,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,mehrsaisania,[]
8104,Ow 😍,ow,['ow'],['😍'],pos,mattheusfc01,[]
8105,🙌,,[],['🙌'],pos,mehrsaisania,[]
8106,"Kendall,bella hermosa",kendal bella hermosa,"['kendal', 'bella', 'hermosa']",[],pos,marielagonzalez5094,[]
8107,❤️😍,,[],"['❤', '😍']",pos,dingboihisailo,[]
8108,~So extra pretty❤️❤️🥺!!,extra pretti,"['extra', 'pretti']","['❤', '❤', '🥺']",pos,iamtheerealzoe,[]
8109,Drive me,drive,['drive'],[],pos,kkosta,[]
8110,❤️,,[],['❤'],pos,hudaabasss,[]
8111,@mirandakarlovaa1 commit,commit,['commit'],[],pos,sports___music23,['mirandakarlovaa1']
8112,early,earli,['earli'],[],pos,mirandaxross,[]
8113,Tnx❤️❤️❤️❤️,tnx,['tnx'],"['❤', '❤', '❤', '❤']",pos,mehrsaisania,[]
8114,❤️😍😍👏,,[],"['❤', '😍', '😍', '👏']",pos,mounir_mignon_officeil,[]
8115,La cara es la cara mami 😍❤️ TE AMO,la cara es la cara mami te amo,"['la', 'cara', 'es', 'la', 'cara', 'mami', 'te', 'amo']","['😍', '❤']",pos,xedric.olmo,[]
8116,Love uuuuuu,love uuuuuu,"['love', 'uuuuuu']",[],pos,maridollly,[]
8117,Wow❤️😮,wow,['wow'],"['❤', '😮']",pos,mattheusfc01,[]
8118,💜💜💜,,[],"['💜', '💜', '💜']",pos,weknowshe_ariel,[]
8119,every ramadan you gotta do something like this smh,everi ramadan got ta someth like smh,"['everi', 'ramadan', 'got', 'ta', 'someth', 'like', 'smh']",[],pos,adham_gad,[]
8120,😍,,[],['😍'],pos,nouhajaouedi,[]
8121,❤️,,[],['❤'],pos,a_maria_rb,[]
8122,🫶🏻🫶🏻🫶🏻🤍🤍🥺,,[],"['\U0001faf6', '🏻', '\U0001faf6', '🏻', '\U0001faf6', '🏻', '🤍', '🤍', '🥺']",pos,qstnashahrine,[]
8123,@lvmamysg,,[],[],pos,bylolax_,['lvmamysg']
8124,fantastic💖,fantast,['fantast'],['💖'],pos,maahlaph,[]
8125,kiss me,kiss,['kiss'],[],pos,j0rdan.xc,[]
8126,YESS,yess,['yess'],[],pos,yaraalsamad._,[]
8127,🔥❤️,,[],"['🔥', '❤']",pos,xxrvlnrc_,[]
8128,Omg😢❤️‍🔥❤️‍🔥❤️‍🔥,omg,['omg'],"['😢', '❤', '🔥', '❤', '🔥', '❤', '🔥']",pos,avxii.45,[]
8129,omg,omg,['omg'],[],pos,j0rdan.xc,[]
8130,🔥🔥,,[],"['🔥', '🔥']",pos,swirtcr,[]
8131,احلى خوات😢,,[],['😢'],pos,ieb.16,[]
8132,ong,ong,['ong'],[],pos,j0rdan.xc,[]
8133,mommy,mommi,['mommi'],[],pos,j0rdan.xc,[]
8134,What’s what’s going on I hope you’re good,go hope good,"['go', 'hope', 'good']",[],pos,johneq25,[]
8135,بحب اختك,,[],[],pos,nasser_kolhom,[]
8136,🖤,,[],['🖤'],pos,_karen_kh_,[]
8137,😂😂,,[],"['😂', '😂']",pos,_karla_jxl,[]
8138,😍❤️🔥,,[],"['😍', '❤', '🔥']",pos,cnneess,[]
8139,😍🔥,,[],"['😍', '🔥']",pos,ucancergurl,[]
8140,I love youuuu💜💜💜,love youuuu,"['love', 'youuuu']","['💜', '💜', '💜']",pos,valen_galeano77,[]
8141,❤️❤️,,[],"['❤', '❤']",pos,padovani1983,[]
